organism	ph
Desulfovibrio baculatus	7.8
Desulfovibrio bastinii	6.97
Desulfovibrio brasiliensis	7
Desulfovibrio burkinensis	7.8
Desulfovibrio butyratiphilus	7.1
Desulfovibrio capillatus	7
Desulfovibrio carbinolicus	7.1
Desulfovibrio carbinoliphilus	7.03
Desulfovibrio cuneatus	7.8
Desulfovibrio desulfuricans	7.46
Desulfovibrio ferrireducens	6.4
Desulfovibrio ferrophilus	7
Desulfovibrio frigidus	6.4
Desulfovibrio fructosivorans	7.8
Desulfovibrio fructosovorans	7.8
Desulfovibrio gabonensis	7.13
Desulfovibrio giganteus	7
Desulfovibrio gigas	7.1
Desulfovibrio gracilis	6.97
Desulfovibrio halophilus	6.97
Desulfovibrio hydrothermalis	7
Desulfovibrio idahonensis	7.8
Desulfovibrio inopinatus	7.14
Desulfovibrio intestinalis	7.8
Desulfovibrio legallii	6.4
Desulfovibrio legallis	6.4
Desulfovibrio litoralis	7.8
Desulfovibrio longus	7.8
Desulfovibrio magneticus	6.88
Desulfovibrio marinisediminis	7
Desulfovibrio marinus	6.4
Desulfovibrio marrakechensis	7
Desulfovibrio mexicanus	7.1
Desulfovibrio oceani	6.4
Desulfovibrio oxamicus	7.8
Desulfovibrio oxyclinae	6.97
Desulfovibrio paquesii	7.8
Desulfovibrio piezophilus	6.4
Desulfovibrio piger	7.03
Desulfovibrio portus	7
Desulfovibrio profundus	7
Desulfovibrio psychrotolerans	7.03
Desulfovibrio putealis	7.03
Desulfovibrio sapovorans	7.1
Desulfovibrio simplex	7.8
Desulfovibrio sp.	7.25
Desulfovibrio sulfodismutans	7.12
Desulfovibrio termitidis	7.8
Desulfovibrio thermophilus	7.8
Desulfovibrio tunisiensis	7
Desulfovibrio vulgaris	7.52
Desulfovibrio zosterae	7
Desulfovirga adipica	7.1
Desulfovirgula thermocuniculi	6.93
Desulfurella acetivorans	6.95
Desulfurella kamchatkensis	6.95
Desulfurella multipotens	6.9
Desulfurella propionica	6.95
Desulfuribacillus alkaliarsenatis	8
Desulfurispira natronophila	8
Desulfurispirillum indicum	6.99
Desulfurispora thermophila	7.03
Desulfurivibrio alkaliphilus	7.83
Desulfurobacterium crinifex	6.82
Desulfurobacterium pacificum	6.82
Desulfurobacterium thermolithotrophum	6.82
Desulfurococcus fermentans	6.65
Desulfurococcus kamchatkensis	6.65
Desulfurococcus mobilis	3.75
Desulfurococcus mucosus	3.75
Desulfurolobus ambivalens	2.25
Desulfuromonas acetexigens	7.16
Desulfuromonas acetoxidans	7.6
Desulfuromonas chloroethenica	7.1
Desulfuromonas michiganensis	7.1
Desulfuromonas palmitatis	6.95
Desulfuromonas svalbardensis	6.4
Desulfuromonas thiophila	7.12
Desulfuromusa bakii	7
Desulfuromusa ferrireducens	6.4
Desulfuromusa kysingii	7
Desulfuromusa succinoxidans	7
Dethiobacter alkaliphilus	7.83
Dethiosulfatibacter aminovorans	7.08
Dethiosulfovibrio acidaminovorans	6.88
Dethiosulfovibrio marinus	6.88
Dethiosulfovibrio peptidovorans	7.3
Dethiosulfovibrio russensis	6.88
Dethiosulfovibrio salsuginis	6.88
Devosia chinhatensis	7.2
Devosia epidermidihirudinis	7.3
Devosia geojensis	7.2
Devosia glacialis	7.2
Devosia insulae	7.3
Devosia limi	7.3
Devosia psychrophila	7.2
Devosia soli	7.2
Devosia subaequoris	7.6
Devosia yakushimensis	7.3
Dialister invisus	7
Dialister micraerophilus	7
Dialister pneumosintes	7
Diaminobutyricimonas aerilata	7.1
Diaphorobacter nitroreducens	7.3
Diaphorobacter oryzae	7.3
Diaphorobacter sp.	6.95
Diaporthe alleghaniensis	5.6
Dichelobacter nodosus	7
Dichomitus squalens	5.6
Dichotomicrobium thermohalophilum	7.1
Dickeya chrysanthemi	7.08
Dickeya dadantii	7.15
Dickeya dianthicola	7
Dickeya dieffenbachiae	7
Dickeya paradisiaca	7.15
Dickeya solani	7.3
Dickeya sp.	7
Dickeya zeae	7.3
Dictyoglomus thermophilum	7.2
Dictyoglomus turgidum	7.1
Dictyoglomus turgidus	7.1
Dictyosporium elegans	5.6
Dielma fastidiosa	7
Dietzia aerolata	7.2
Dietzia alimentaria	7.2
Dietzia aurantiaca	7.2
Dietzia cercidiphylli	7.3
Dietzia cinnamea	7.2
Dietzia dagingensis	7.3
Dietzia kunjamensis	7.3
Dietzia lutea	7.3
Dietzia maris	7.3
Dietzia natronolimnaea	7.3
Dietzia natronolimnaios	7.3
Dietzia papillomatosis	7.25
Dietzia psychralcaliphila	7.3
Dietzia schimae	7.3
Dietzia sp.	7.2
Dietzia timorensis	7.3
Dinoroseobacter shibae	7.6
Diplodia gossypina	5.6
Dipodascus aggregatus	5.6
Discula quercina	5.6
Dissulfuribacter thermophilus	6.88
Dokdonella ginsengisoli	7.2
Dokdonella koreensis	7.3
Dokdonella soli	7.2
Dokdonia donghaensis	7.6
Dolosicoccus paucivorans	7.1
Domibacillus indicus	7.6
Domibacillus robiginosus	7.3
Donghaeana dokdonensis	7.6
Donghicola eburneus	7.6
Donghicola xiamenensis	7
Donkioporia expansa	5.6
Doratomyces microsporus	5.6
Doratomyces stemonitis	5.6
Dorea formicigenerans	7
Dorea longicatena	7.2
Draconibacterium orientale	7.6
Drechslera avenae	5.6
Drechslera biseptata	7.2
Drechslera cynodontis	7.2
Drechslera dictyoides	7.2
Drechslera erythrospila	7.2
Drechslera fugax	7.2
Drechslera maydis	7.2
Drechslera oryzae	7.2
Drechslera papendorfii	7.2
Drechslera phlei	7.2
Drechslera setariae	7.2
Drechslera spicifera	7.2
Drechslera tetramera	7.2
Drechslera urochloae	7.2
Drechslera victoriae	7.2
Drechslera yamadae	7.2
Duganella phyllosphaerae	7
Duganella sp.	7.1
Duganella violaceinigra	7
Dyadobacter alkalitolerans	7
Dyadobacter beijingensis	7
Dyadobacter crusticola	7.2
Dyadobacter fermentans	7.2
Dyadobacter ginsengisoli	7
Dyadobacter koreensis	7
Dyadobacter psychrophilus	7
Dyadobacter soli	7
Dyadobacter sp.	7.1
Dyella ginsengisoli	7.2
Dyella japonica	7
Dyella jiangningensis	7.2
Dyella koreensis	7.2
Dyella marensis	7.27
Dyella terrae	7
Dyella thiooxydans	7.32
Dyella yeojuensis	7.2
Dysgonomonas capnocytophagoides	7.17
Dysgonomonas gadei	7.2
Dysgonomonas mossii	7.2
Echinicola pacifica	7.6
Echinicola vietnamensis	7.6
Ectothiorhodosinus mongolicum	8.02
Ectothiorhodosinus mongolicus	8.02
Ectothiorhodospira abdelmalekii	7.75
Ectothiorhodospira halochloris	8.5
Ectothiorhodospira halophila	8.5
Ectothiorhodospira marina	8.5
Ectothiorhodospira marismortui	7.17
Ectothiorhodospira mobilis	7.17
Ectothiorhodospira shaposhnikovii	7.45
Ectothiorhodospira vacuolata	7.45
Ectothiorhodospira variabilis	8.12
Edaphobacter aggregans	5.5
Edaphobacter modestus	5
Edwardsiella hoshinae	7.3
Edwardsiella ictaluri	7.3
Edwardsiella tarda	7
Effusibacillus consociatus	7.2
Effusibacillus lacus	7
Effusibacillus pohliae	5.5
Eggerthella hongkongensis	7
Eggerthella lenta	6.85
Eggerthella sinensis	7
Eggerthia catenaformis	7.2
Eilatimonas milleporae	7.6
Eionea nigra	7.6
Ekhidna lutea	7.6
Elioraea tepidiphila	7.8
Elizabethkingia anophelis	7
Elizabethkingia meningoseptica	7
Elizabethkingia miricola	7
Elstera litoralis	7
Elytrosporangium brasiliense	7.2
Elytrosporangium carpinense	7.2
Elytrosporangium spirale	7.2
Emericellopsis salmosynnemata	5.6
Empedobacter sp.	7.15
Emticicia oligotrophica	7.25
Endomycopsis lipolytica	6.32
Endozoicomonas elysicola	7.6
Endozoicomonas euniceicola	7.6
Endozoicomonas numazuensis	7.6
Enhygromyxa salina	7.75
Enorma massiliensis	7
Enorma timonensis	7
Ensifer adhaerens	7.25
Ensifer fredii	7
Ensifer meliloti	7
Ensifer mexicanus	7
Ensifer sojae	7
Enteractinococcus coprophilus	7.1
Enteractinococcus fodinae	7.1
Enterobacter aerogenes	7.15
Enterobacter agglomerans	7.04
Enterobacter amnigenus	7
Enterobacter arachidis	7
Enterobacter asburiae	7.15
Enterobacter cancerogenus	7.3
Enterobacter cloacae	7.04
Enterobacter cowanii	7.3
Enterobacter dissolvens	7
Enterobacter gergoviae	7.3
Enterobacter helveticus	7.3
Enterobacter hormaechei	7.3
Enterobacter intermedium	7.15
Enterobacter intermedius	7.15
Enterobacter kobei	7.3
Enterobacter ludwigii	7.15
Enterobacter massiliensis	7.3
Enterobacter mori	7
Enterobacter nimipressuralis	7.3
Enterobacter pulveris	7.15
Enterobacter pyrinus	7.3
Enterobacter radicincitans	7
Enterobacter sakazakii	7
Enterobacter sp.	7.03
Enterobacter taylorae	7.3
Enterobacter turicensis	7.3
Enterococcus aquimarinus	7.1
Enterococcus asini	7.1
Enterococcus avium	7.2
Enterococcus caccae	7.1
Enterococcus canintestini	7.1
Enterococcus canis	7.1
Enterococcus casseliflavus	7.1
Enterococcus cecorum	7.1
Enterococcus columbae	7.1
Enterococcus devriesei	7.1
Enterococcus diestrammenae	6.35
Enterococcus dispar	7.1
Enterococcus durans	7.1
Enterococcus faecalis	7.11
Enterococcus faecium	7.1
Enterococcus flavescens	7.1
Enterococcus gallinarum	7.1
Enterococcus gilvus	7.1
Enterococcus haemoperoxidus	7.1
Enterococcus hermanniensis	7.1
Enterococcus hirae	7.1
Enterococcus italicus	7.1
Enterococcus lactis	7.1
Enterococcus malodoratus	7.1
Enterococcus moraviensis	7.1
Enterococcus mundtii	7.1
Enterococcus olivae	7.1
Enterococcus pallens	7.1
Enterococcus phoeniculicola	7.1
Enterococcus plantarum	7.1
Enterococcus porcinus	7.1
Enterococcus pseudoavium	7.1
Enterococcus quebecensis	7.1
Enterococcus raffinosus	7.1
Enterococcus ratti	7.1
Enterococcus saccharolyticus	7.1
Enterococcus saccharominimus	7.1
Enterococcus seriolicida	7.1
Enterococcus silesiacus	7.1
Enterococcus solitarius	7.1
Enterococcus sp.	7.12
Enterococcus sulfureus	7.1
Enterococcus termitis	7.1
Enterococcus thailandicus	7.1
Enterococcus ureasiticus	7.1
Enterococcus villorum	7.1
Enterorhabdus caecimuris	6.7
Enterorhabdus mucosicola	6.7
Enterovibrio calviensis	7.6
Enterovibrio coralii	7.6
Enterovibrio nigricans	7.6
Enterovibrio norvegicus	7.6
Epibacterium ulvae	7.6
Epicoccum nigrum	6.4
Epicoccum purpurascens	6.4
Epidermophyton floccosum	5.6
Epilithonimonas lactis	7
Ercella succinigenes	7.03
Eremococcus coleocola	7.1
Erwinia alni	7
Erwinia amylovora	7
Erwinia ananatis	7.08
Erwinia aphidicola	7.3
Erwinia atroseptica	7.12
Erwinia billingiae	7.3
Erwinia cacticida	7.3
Erwinia cancerogena	7.3
Erwinia chrysanthemi	7.08
Erwinia cypripedii	7
Erwinia dissolvens	7
Erwinia herbicola	7.04
Erwinia mallotivora	7
Erwinia milletiae	7.04
Erwinia nigrifluens	7
Erwinia nimipressuralis	7.3
Erwinia oleae	7.3
Erwinia papayae	7
Erwinia paradisiaca	7.15
Erwinia persicina	7
Erwinia persicinus	7
Erwinia piriflorinigrans	7
Erwinia psidii	7.3
Erwinia pyrifoliae	7.3
Erwinia quercina	7
Erwinia rhapontici	7
Erwinia rubrifaciens	7
Erwinia salicis	7
Erwinia sp.	7
Erwinia stewartii	7
Erwinia tasmaniensis	7
Erwinia toletana	7.3
Erwinia tracheiphila	7
Erwinia typographi	7
Erwinia uredovora	7.08
Erythrobacter citreus	7.6
Erythrobacter flavus	7.6
Erythrobacter gaetbuli	7.6
Erythrobacter litoralis	7.22
Erythrobacter longus	7.6
Erythrobacter seohaensis	7.6
Erythrobacter vulgaris	7.6
Erythromicrobium ramosum	7.22
Erythromicrobium ursincola	7.1
Erythromonas ursincola	7.1
Escherichia adecarboxylata	7
Escherichia albertii	7.3
Escherichia blattae	7
Escherichia coli	7.01
Escherichia fergusonii	7
Escherichia hermannii	7
Escherichia sp.	7
Escherichia vulneris	7
Ethanoligenens harbinense	6.4
Eubacterium acidaminophilum	7.15
Eubacterium aerofaciens	7.1
Eubacterium alactolyticum	6.9
Eubacterium angustum	7.08
Eubacterium barkeri	7.6
Eubacterium biforme	7
Eubacterium brachy	7
Eubacterium budayi	6.9
Eubacterium callanderi	7.2
Eubacterium combesii	7.2
Eubacterium contortum	7
Eubacterium cylindroides	7
Eubacterium dolichum	7
Eubacterium eligens	7
Eubacterium exiguum	7.2
Eubacterium fissicatena	6.7
Eubacterium formicigenerans	7
Eubacterium fossor	7
Eubacterium hadrum	7
Eubacterium hallii	6.98
Eubacterium lentum	6.85
Eubacterium limosum	6.94
Eubacterium minutum	7
Eubacterium multiforme	7.2
Eubacterium nitritogenes	7.2
Eubacterium nodatum	6.7
Eubacterium oxidoreducans	7.18
Eubacterium oxidoreducens	7.18
Eubacterium plautii	6.9
Eubacterium ramulus	7.1
Eubacterium rectale	7.2
Eubacterium saburreum	7
Eubacterium siraeum	7
Eubacterium sp.	7.03
Eubacterium suis	7
Eubacterium tarantellus	7
Eubacterium tardum	7
Eubacterium tenue	7.1
Eubacterium timidum	7
Eubacterium tortuosum	6.9
Eubacterium ventriosum	7
Eudoraea adriatica	7.6
Eupenicillium idahoense	5.6
Eupenicillium luzoniacum	5.6
Eupenicillium pinetorum	5.6
Eupenicillium terrenum	5.6
Eurotium halophilicum	5.6
Ewingella americana	7
Excellospora rubrobrunea	6.8
Exidia glandulosa	5.6
Exiguobacterium acetylicum	7.3
Exiguobacterium aestuarii	7.6
Exiguobacterium alkaliphilum	7.1
Exiguobacterium antarcticum	7.05
Exiguobacterium artemiae	7.6
Exiguobacterium aurantiacum	8
Exiguobacterium indicum	7.1
Exiguobacterium marinum	7.6
Exiguobacterium mexicanum	7.6
Exiguobacterium oxidotolerans	7.1
Exiguobacterium profundum	7.6
Exiguobacterium sibiricum	7.1
Exiguobacterium soli	7.1
Exiguobacterium sp.	7.58
Exiguobacterium undae	7.05
Exobasidium arescens	5.6
Exobasidium bisporum	5.6
Exobasidium camelliae	5.6
Exobasidium gracile	5.6
Exobasidium japonicum	5.6
Exobasidium karstenii	5.6
Exobasidium pachysporum	5.6
Exobasidium pieridis-ovalifoliae	5.6
Exobasidium reticulatum	5.6
Exobasidium rostrupii	5.6
Exobasidium shiraianum	5.6
Exobasidium symploci-japonicae	5.6
Exobasidium vaccinii	5.6
Exobasidium yoshinagai	5.6
Exophiala jeanselmei	5.6
Faecalibacterium prausnitzii	6.72
Faenia rectivirgula	7.4
Falcivibrio grandis	7.2
Falsibacillus pallidus	7
Falsiporphyromonas endometrii	7
Falsochrobactrum ovis	7.3
Fangia hongkongensis	7.6
Farysia thuemenii	5.6
Fennellia flavipes	5.6
Fennellomyces linderi	5.6
Ferrimicrobium acidiphilum	2
Ferrimonas balearica	7.5
Ferrimonas futtsuensis	7.6
Ferrimonas kyonanensis	7.6
Ferrimonas marina	7.6
Ferrimonas sediminum	7.6
Ferrimonas senticii	7.6
Ferrithrix thermotolerans	2
Ferroglobus placidus	5.7
Ferroplasma acidiphilum	3.4
Ferroplasma cupricumulans	3.4
Fervidicella metallireducens	6.5
Fervidicoccus fontis	6.65
Fervidicola ferrireducens	7.2
Fervidobacterium changbaicum	6.8
Fervidobacterium gondwanense	6.8
Fervidobacterium islandicum	4.5
Fervidobacterium nodosum	7.3
Fervidobacterium pennivorans	6.8
Fervidobacterium riparium	7.3
Fervidobacterium sp.	6.8
Fibrella aestuarina	7.2
Fibrisoma limi	7.2
Fictibacillus arsenicus	7.3
Fictibacillus barbaricus	7.15
Fictibacillus enclensis	7.6
Fictibacillus gelatini	7.3
Fictibacillus macauensis	7.3
Fictibacillus nanhaiensis	7.6
Fictibacillus phosphorivorans	7.1
Fictibacillus rigui	7.6
Fictibacillus solisalsi	7.3
Filibacter limicola	7.3
Filifactor villosus	7
Filimonas lacunae	7.2
Filomicrobium fusiforme	7.15
Finegoldia magna	7.2
Fistulina hepatica	5.6
Flammeovirga aprica	7.2
Flammeovirga kamogawensis	7.6
Flammeovirga pacifica	7.6
Flammeovirga yaeyamensis	7.6
Flammulina ononidis	5.6
Flammulina velutipes	5.6
Flaviflexus huanghaiensis	7.6
Flaviramulus basaltis	7.6
Flaviramulus ichthyoenteri	7.6
Flavisolibacter ginsengisoli	7.2
Flavisolibacter ginsengiterrae	7.2
Flavobacterium aciduliphilum	7.2
Flavobacterium akiainvivens	7.2
Flavobacterium anhuiense	7
Flavobacterium antarcticum	7.3
Flavobacterium aquatile	7.3
Flavobacterium aquidurense	7.2
Flavobacterium araucananum	7.2
Flavobacterium arborescens	7.1
Flavobacterium balustinum	7.1
Flavobacterium branchiophila	7.3
Flavobacterium branchiophilum	7.3
Flavobacterium capsulatum	7
Flavobacterium cheniae	7.2
Flavobacterium chilense	7.2
Flavobacterium chungbukense	7.2
Flavobacterium columnare	7.23
Flavobacterium croceum	7.2
Flavobacterium cucumis	7.2
Flavobacterium cutihirudinis	7.2
Flavobacterium daejeonense	7.2
Flavobacterium dankookense	7.2
Flavobacterium defluvii	7.2
Flavobacterium degerlachei	7.2
Flavobacterium denitrificans	7.2
Flavobacterium devorans	7
Flavobacterium esteraromaticum	7.1
Flavobacterium ferrugineum	7
Flavobacterium filum	7.2
Flavobacterium flevense	7.2
Flavobacterium fluvii	7.2
Flavobacterium fontis	7.2
Flavobacterium frigidarium	7.1
Flavobacterium frigidimaris	7
Flavobacterium frigoris	7.2
Flavobacterium fryxellicola	7.2
Flavobacterium gelidilacus	7.2
Flavobacterium gillisiae	7.2
Flavobacterium glaciei	7
Flavobacterium gleum	7.1
Flavobacterium gondwanense	7.6
Flavobacterium granuli	7.2
Flavobacterium halmephilium	7.6
Flavobacterium halmophilum	7.6
Flavobacterium haoranii	7.3
Flavobacterium heparinum	7
Flavobacterium hercynium	7.2
Flavobacterium hibernum	7.2
Flavobacterium hydatis	7.2
Flavobacterium indicum	7.3
Flavobacterium indologenes	7.1
Flavobacterium indoltheticum	7.1
Flavobacterium johnsoniae	7.2
Flavobacterium limicola	7.15
Flavobacterium lindanitolerans	7.3
Flavobacterium longum	7.2
Flavobacterium macrobrachii	7.2
Flavobacterium marinotypicum	7.1
Flavobacterium maris	7.3
Flavobacterium meningosepticum	7
Flavobacterium micromati	7.2
Flavobacterium multivorum	7
Flavobacterium odoratum	7.1
Flavobacterium omnivorum	7.2
Flavobacterium pectinovorum	7.2
Flavobacterium phragmitis	7.2
Flavobacterium psychrolimnae	7.2
Flavobacterium psychrophilum	7.2
Flavobacterium reichenbachii	7.2
Flavobacterium resinovorum	7.11
Flavobacterium resistens	7.2
Flavobacterium rivuli	7.2
Flavobacterium saccharophilum	7.2
Flavobacterium salegens	7.6
Flavobacterium saliperosum	7.2
Flavobacterium sasangense	7.2
Flavobacterium scophthalmum	7.1
Flavobacterium segetis	7.2
Flavobacterium soli	7.3
Flavobacterium sp.	7.23
Flavobacterium spiritivorum	7.07
Flavobacterium subsaxonicum	7.2
Flavobacterium succinicans	7.2
Flavobacterium suncheonense	7.2
Flavobacterium swingsii	7.2
Flavobacterium tegetincola	7.2
Flavobacterium terrae	7.2
Flavobacterium terrigena	7.2
Flavobacterium thalpophilum	7
Flavobacterium thermophilum	7.3
Flavobacterium uliginosum	7.3
Flavobacterium urocaniciphilum	7.2
Flavobacterium weaverense	7.2
Flavobacterium xanthum	7.2
Flavobacterium xinjiangense	7.2
Flavobacterium yabuuchiae	7.07
Flavonifractor plautii	6.9
Flectobacillus marinus	7.6
Flexibacter aggregans	7.2
Flexibacter aurantiacus	7.2
Flexibacter canadensis	7.25
Flexibacter columnaris	7.23
Flexibacter elegans	7.2
Flexibacter flexilis	7.2
Flexibacter japonensis	7
Flexibacter litoralis	7.2
Flexibacter maritimus	7.6
Flexibacter ovolyticus	7.6
Flexibacter psychrophilus	7.2
Flexibacter roseolus	7.25
Flexibacter ruber	7.25
Flexibacter sancti	7.2
Flexibacter sp.	7.2
Flexibacter tractuosus	7.2
Flexistipes sinusarabici	6.5
Flexithrix dorotheae	7.2
Flexivirga alba	7.15
Flindersiella endophytica	7.3
Fluoribacter bozemanae	6.9
Fluoribacter dumoffii	6.9
Fluoribacter gormanii	6.9
Fluviicola taffensis	7
Fodinibius salinus	7.6
Fodinicola feengrottensis	7.2
Fodinicurvata fenggangensis	7.6
Fodinicurvata sediminis	7.6
Fomes fomentarius	5.6
Fomitopsis cajanderi	5.6
Fomitopsis pinicola	5.6
Fomitopsis spraguei	5.6
Fontibacillus aquaticus	7.3
Fontibacillus panacisegetis	7.1
Fontibacter flavus	7.2
Fonticella tunisiensis	7.1
Fontimonas thermophila	7.2
Formivibrio citricus	7
Formosa agariphila	7.6
Formosa spongicola	7.6
Francisella hispaniensis	7.3
Francisella noatunensis	7.3
Francisella philomiragia	7.3
Francisella piscicida	7.3
Franconibacter helveticus	7.3
Franconibacter pulveris	7.15
Fretibacterium fastidiosum	7
Friedmanniella antarctica	7.27
Friedmanniella capsulata	7.1
Friedmanniella flava	7.2
Friedmanniella lacustris	7.5
Friedmanniella lucida	7.2
Friedmanniella luteola	7.2
Friedmanniella okinawensis	7.2
Friedmanniella sagamiharensis	7
Friedmanniella spumicola	7.2
Frigoribacterium faeni	7.1
Frigoribacterium mesophilum	7.2
Frondicola australicus	7.15
Frondihabitans australicus	7.15
Frondihabitans cladoniiphilus	7.2
Frondihabitans peucedani	7.1
Fructobacillus durionis	6.35
Fructobacillus ficulneus	6.35
Fructobacillus fructosus	6.35
Fructobacillus pseudoficulneus	6.35
Fructobacillus tropaeoli	6.35
Fuchsiella alkaliacetigena	9.15
Fulvimarina pelagi	7.6
Fulvimonas soli	7.3
Fulvimonas yonginensis	7.2
Funalia trogii	5.6
Fundibacter jadensis	7.6
Fusarium oxysporum	5.6
Fusarium solani	5.6
Fusibacter paucivorans	7.3
Fusibacter tunisiensis	7.3
Fusicatenibacter saccharivorans	7.2
Fusicoccum quercus	5.6
Fusobacterium canifelinum	7.2
Fusobacterium equinum	7.2
Fusobacterium gonidiaformans	7.2
Fusobacterium mortiferum	7.2
Fusobacterium naviforme	7.2
Fusobacterium necrophorum	7.13
Fusobacterium nucleatum	7.08
Fusobacterium periodonticum	7
Fusobacterium plautii	6.9
Fusobacterium polymorphum	7.2
Fusobacterium polysaccharolyticum	7.15
Fusobacterium prausnitzii	6.72
Fusobacterium pseudonecrophorum	7
Fusobacterium simiae	7
Fusobacterium sp.	7
Fusobacterium ulcerans	7
Fusobacterium varium	7
Gaetbulibacter saemankumensis	7.6
Gaetbulimicrobium brevivitae	7.6
Gaeumannomyces graminis	5.6
Gaffkya homari	7.1
Galenea microaerophila	6.7
Gallaecimonas pentaromativorans	7.3
Gallibacterium anatis	7.3
Gallicola barnesae	7.08
Ganoderma applanatum	5.6
Ganoderma lipsiense	5.6
Ganoderma lucidum	6.67
Ganoderma resinaceum	5.6
Garciella nitratireducens	7.14
Gelasinospora reticulata	5.6
Gelidibacter algens	7.6
Gelidibacter mesophilus	7.6
Gemella cuniculi	6.35
Gemella morbillorum	7.2
Geminicoccus roseus	7
Gemmata obscuriglobus	7.15
